Week,気温(℃),降水量(mm),日射量(MJ/㎡),風速(m/s),湿度(％),雲量(10分比)
1,5.085714285714286,0.0,46.57142857142857,,1.842857142857143,3.585714285714286
2,3.8428571428571425,0.0,53.42857142857143,,2.6714285714285717,2.614285714285714
3,4.928571428571429,0.0,48.142857142857146,,2.6571428571428575,3.4857142857142853
4,4.171428571428572,0.0,48.0,,2.6142857142857143,3.7714285714285714
5,5.642857142857143,0.8571428571428571,50.285714285714285,,3.425,3.8857142857142857
6,4.142857142857143,0.0,55.714285714285715,,,2.857142857142857
7,4.714285714285714,0.0,44.57142857142857,,,3.485714285714286
8,8.628571428571428,0.8571428571428571,54.142857142857146,,,2.9714285714285715
9,7.871428571428572,7.642857142857143,63.142857142857146,,,2.4857142857142853
10,9.299999999999999,7.142857142857143,65.14285714285714,,,2.9
11,8.871428571428572,0.0,46.714285714285715,,,3.3285714285714287
12,11.1,0.0,47.57142857142857,,,3.1571428571428575
13,10.12857142857143,0.7857142857142857,51.142857142857146,,,3.1142857142857143
14,11.328571428571427,0.21428571428571427,43.42857142857143,,,3.2285714285714286
15,10.457142857142857,3.0,54.42857142857143,,,3.2857142857142856
16,16.557142857142857,0.2857142857142857,56.57142857142857,,,2.442857142857143
17,15.685714285714285,4.071428571428571,68.14285714285714,,,3.0714285714285716
18,17.8,4.5,66.85714285714286,,,2.6571428571428575
19,18.257142857142856,0.0,48.285714285714285,,,2.957142857142857
20,20.12857142857143,0.7142857142857143,66.42857142857143,,,2.7142857142857144
21,23.142857142857142,10.285714285714286,52.57142857142857,,,2.4714285714285715
22,22.400000000000002,0.14285714285714285,62.857142857142854,,,2.414285714285714
23,21.314285714285713,14.0,79.0,,,2.3285714285714287
24,20.771428571428572,6.785714285714286,68.57142857142857,,,2.7714285714285714
25,22.557142857142857,9.071428571428571,78.28571428571429,,,2.3714285714285714
26,23.514285714285712,2.2142857142857144,83.71428571428571,,,1.7714285714285716
27,22.728571428571428,6.571428571428571,83.28571428571429,,,2.028571428571429
28,21.142857142857142,3.5,85.28571428571429,,,1.7285714285714289
29,24.657142857142855,3.5,87.71428571428571,,,1.7
30,28.12857142857143,10.285714285714286,79.85714285714286,,,2.4285714285714284
31,31.0,0.0,71.14285714285714,,,2.185714285714286
32,30.614285714285717,0.0,70.14285714285714,,,2.314285714285714
33,29.2,14.071428571428571,79.14285714285714,,,2.8285714285714287
34,26.0,2.642857142857143,80.71428571428571,,,1.9285714285714286
35,26.442857142857143,0.9285714285714286,79.14285714285714,,,1.5714285714285714
36,26.985714285714288,6.214285714285714,78.57142857142857,,,2.357142857142857
37,25.3,6.785714285714286,75.28571428571429,,,2.1285714285714286
38,22.942857142857143,2.642857142857143,75.57142857142857,,,1.8857142857142857
39,23.785714285714285,0.07142857142857142,70.0,,,1.8714285714285714
40,23.414285714285715,1.6428571428571428,70.28571428571429,,,2.3714285714285714
41,20.385714285714283,37.714285714285715,73.57142857142857,,,3.185714285714286
42,17.614285714285714,5.142857142857143,81.42857142857143,,,1.842857142857143
43,17.3,18.428571428571427,79.14285714285714,,,2.2714285714285714
44,15.214285714285714,1.0714285714285714,74.0,,,1.8285714285714287
45,13.442857142857145,0.42857142857142855,64.42857142857143,,,2.142857142857143
46,12.62857142857143,0.0,61.0,,,2.3285714285714287
47,12.185714285714285,11.428571428571429,74.57142857142857,,,2.6999999999999997
48,7.685714285714285,0.14285714285714285,70.14285714285714,,,2.1142857142857143
49,7.742857142857143,0.0,55.285714285714285,,,2.557142857142857
50,8.185714285714285,0.0,63.57142857142857,,,2.5285714285714285
51,7.7,2.857142857142857,75.14285714285714,,,1.9428571428571428
52,6.057142857142857,0.0,63.714285714285715,,,3.0285714285714285
52,5.3,0.0,67.0,,,4.3
